id,country,area,vessel,gear,rigging,door,year,month,day,haul_number,codend_closing,shooting_time,shooting_quadrant,shooting_latitude,shooting_longitude,shooting_depth,hauling_time,hauling_quadrant,hauling_latitude,hauling_longitude,hauling_depth,hauling_duration,validity,course,recorded_species,distance,vertical_opening,wing_opening,geometrical_precision,bridles_length,warp_length,warp_diameter,hydrological_station,observations,tf,todeb,tofin,method,nstrate,partit,upload_id,SST,X,Y
58510,ITA,9,LIB,GOC73,GC73,WHS8,2007,8,29,21,S,1656,1,4139.74,1218.86,19,1726,1,4140.65,1216.9,20,30,V,R,3,2686.85,24,144,E,100,150,14,NA,0,TA,NA,NA,SI,13216,S,486,23.36250496,12.298,41.66991667
58518,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,8,32,S,1606,1,4146.3,1142.65,157,1636,1,4147.22,1141.37,161,30,V,R,3,2733,22,171,E,100,650,14,NA,0,TA,13.7,13.7,SI,13218,S,486,23.17265797,11.70016667,41.77933333
58521,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,9,35,S,846,1,4147.86,1151,485,937,1,4148.13,1155.08,484,51,V,R,3,4615,22,186,E,150,1700,14,NA,0,TA,13.8,13.7,SI,13219,S,486,23.42618513,11.884,41.79991667
58517,ITA,9,LIB,GOC73,GC73,WHS8,2007,8,31,31,S,851,1,4149.01,1201.99,90,925,1,4148.13,1203,91,34,V,R,3,3045,23,164,E,100,400,14,NA,0,TA,NA,NA,SI,13217,S,486,23.42364979,12.04158333,41.8095
58516,ITA,9,LIB,GOC73,GC73,WHS8,2007,8,31,28,S,725,1,4149.56,1207.54,13,800,1,4150.27,1207.61,17,35,V,R,3,3135,24,139,E,100,200,14,NA,0,TA,NA,NA,SI,13216,S,486,23.39775085,12.12625,41.83191667
58524,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,9,39,S,1053,1,4153.08,1135.39,560,1153,1,4152.39,1138.97,553,60,V,R,3,5318.11,22,188,E,200,1750,14,NA,0,TA,13.7,13.7,SI,13220,S,486,23.10842752,11.61966667,41.87891667
58523,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,8,38,S,1411,1,4151.25,1145.46,364,1511,1,4152.89,1142.44,360,60,V,R,3,5429.29,22,182,E,150,1350,14,NA,0,TA,13.7,13.7,SI,13219,S,486,23.27164459,11.7325,41.86783333
58525,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,9,40,S,1346,1,4159.83,1131.5,390,1446,1,4158,1130,370,60,V,R,3,5429.29,22,183,E,150,1350,14,NA,0,TA,13.7,13.7,SI,13219,S,486,23.12104416,11.5125,41.98191667
58522,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,9,36,S,700,1,4201,1143.7,103,730,1,4159.82,1144.32,115,30,V,R,3,2826,22,166,E,100,550,14,NA,0,TA,14.4,14.2,SI,13218,S,486,23.32715988,11.7335,42.00683333
58536,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,10,54,S,954,1,4206.52,1054.68,388,1054,1,4204.65,1057.52,363,60,V,R,3,5559,22,183,E,150,1350,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.95963764,10.935,42.09308333
58535,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,10,53,S,750,1,4206.7,1058.37,305,850,1,4208.73,1055.29,311,60,V,R,3,5559,22,180,E,150,1250,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.95963764,10.94716667,42.12858333
58526,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,10,41,S,1246,1,4204.07,1121.4,344,1346,1,4204.85,1119.11,348,60,V,R,3,5503.41,22,182,E,150,1300,14,NA,0,TA,13.7,13.7,SI,13219,S,486,23.11640168,11.33758333,42.07433333
58527,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,9,42,S,1610,1,4208.65,1121.7,159,1640,1,4209.01,1119.82,158,30,V,R,3,2733,22,172,E,100,700,14,NA,0,TA,13.7,13.8,SI,13218,S,486,23.11640168,11.346,42.14716667
58528,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,10,43,S,1500,1,4210.89,1114.19,125,1530,1,4211.34,1116.07,123,30,V,R,3,2779.5,22,168,E,100,650,14,NA,0,TA,13.9,13.9,SI,13218,S,486,23.21402359,11.25216667,42.18525
58552,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,17,75,S,1223,1,4215.36,1011.21,191,1253,1,4216.9,1010,196,30,V,R,3,2779.5,22,174,E,100,850,14,NA,0,TA,13.7,13.7,SI,13213,S,486,22.89760113,10.17675,42.26883333
58549,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,15,69,S,951,1,4219.8,1023.5,404,1051,1,4217.31,1023.53,411,60,V,R,3,5559,22,184,E,150,1500,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.96855259,10.39191667,42.30925
58556,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,15,79,S,1415,1,4215.84,1028.34,560,1515,1,4218.72,1030.08,560,60,V,R,3,5559,22,188,E,200,1800,14,NA,0,TA,13.6,13.6,SI,13215,S,486,23.00047874,10.48683333,42.288
58555,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,15,78,S,1145,1,4217.1,1028.29,554,1245,1,4213.86,1028.71,521,60,V,R,3,5559,22,188,E,200,1700,14,NA,0,TA,13.7,13.6,SI,13215,S,486,23.00047874,10.475,42.258
58547,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,12,67,S,1213,1,4218.26,1036.42,543,1313,1,4215.56,1038.34,543,60,V,R,3,5559,22,188,E,200,1800,14,NA,0,TA,13.6,13.6,SI,13215,S,486,23.0316124,10.623,42.28183333
58557,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,12,81,S,1416,1,4216.33,1035.25,615,1516,1,4217.72,1034.21,599,60,V,R,3,5559,22,189,E,200,1900,14,NA,0,TA,13.6,13.6,SI,13215,S,486,23.0316124,10.57883333,42.28375
58548,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,16,68,S,1141,1,4220.44,1036.06,530,1241,1,4220.02,1032.71,545,60,V,R,3,5559,22,187,E,200,1600,14,NA,0,TA,13.6,13.6,SI,13215,S,486,23.0316124,10.57308333,42.33716667
58537,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,11,55,S,909,1,4214.97,1046.07,430,1009,1,4215.28,1041.92,489,60,V,R,3,5559,22,185,E,150,1650,14,NA,0,TA,13.7,13.7,SI,13214,S,486,23.0585041,10.73325,42.25208333
58546,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,13,66,S,1534,1,4221.05,1038.2,383,1634,1,4218.58,1039.99,385,60,V,R,3,5559,22,183,E,150,1350,14,NA,0,TA,13.7,13.7,SI,13214,S,486,23.0585041,10.65158333,42.33025
58529,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,9,44,S,1750,1,4215.9,1120.89,105,1820,1,4216.67,1119,101,30,V,R,3,2733,22,166,E,100,550,14,NA,0,TA,14.4,14.4,SI,13218,S,486,23.17741013,11.33241667,42.27141667
58530,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,10,46,S,1644,1,4219.36,1119.16,69,1714,1,4220.65,1117.9,61,30,V,R,3,2686.85,23,161,E,100,400,14,NA,0,TA,15.5,15.8,SI,13217,S,486,23.17741013,11.30883333,42.33341667
58551,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,17,73,S,923,1,4223.97,959.03,491,1023,1,4226.96,958.45,490,60,V,R,3,5559,22,186,E,150,1650,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.8527546,9.979,42.42441667
58550,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,17,71,S,723,1,4226.7,957.85,600,810,1,4224.38,958.42,590,47,V,R,3,3706,22,189,E,200,1800,14,NA,0,TA,13.6,13.6,SI,13215,S,486,22.8527546,9.968916667,42.42566667
58553,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,16,76,S,1500,1,4225.71,1013.73,160,1530,1,4227,1014.21,158,30,V,R,3,2779.5,22,172,E,100,700,14,NA,0,TA,13.7,13.7,SI,13213,S,486,22.87982273,10.23283333,42.43925
58558,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,13,82,S,1117,1,4226.71,1032.91,375,1217,1,4225.05,1028.57,379,60,V,R,3,5559,22,183,E,150,1350,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.9763546,10.51233333,42.43133333
58544,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,11,64,S,1234,1,4221.62,1042.93,281,1334,1,4224.51,1042.91,256,60,V,R,3,5559,22,179,E,150,1200,14,NA,0,TA,13.7,13.7,SI,13214,S,486,23.05035019,10.71533333,42.38441667
58540,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,12,60,S,744,1,4225.86,1102.97,83,814,1,4227.42,1102.74,83,30,V,R,3,2779.5,23,163,E,100,450,14,NA,0,TA,15.1,15.2,SI,13212,S,486,22.99795723,11.04758333,42.444
58559,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,15,83,S,729,1,4229.03,1025.26,246,829,1,4227.97,1021.87,249,60,V,R,3,5559,22,177,E,150,1250,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.91583062,10.39275,42.475
58560,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,16,84,S,1625,1,4232.6,1021.71,173,1650,1,4233.4,1023.4,172,25,V,R,3,2779.5,22,173,E,100,750,14,NA,0,TA,13.7,13.7,SI,13213,S,486,22.91583062,10.37591667,42.55
58554,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,13,77,S,911,1,4227.8,1034.79,340,1011,1,4227.4,1030.94,337,60,V,R,3,5559,22,182,E,150,1300,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.95098305,10.54775,42.46
58545,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,13,65,S,659,1,4229.65,1037.64,271,759,1,4230.32,1033.62,257,60,V,R,3,5559,22,179,E,150,1150,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.99465466,10.59383333,42.49975
58543,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,11,63,S,1425,1,4231.72,1047.37,159,1455,1,4230.69,1048.72,153,30,V,R,3,2733,22,172,E,100,800,14,NA,0,TA,13.7,13.7,SI,13213,S,486,23.04959965,10.80075,42.52008333
58539,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,12,59,S,1002,1,4227.93,1052.44,131,1032,1,4226.47,1052.93,130,30,V,R,3,2779.5,22,169,E,100,650,14,NA,0,TA,13.8,13.8,SI,13213,S,486,23.02369786,10.87808333,42.45333333
58538,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,16,58,S,840,1,4229.97,1058.8,103,910,1,4228.15,1059.5,104,30,V,R,3,2733,22,166,E,100,550,14,NA,0,TA,14.3,14.3,SI,13213,S,486,22.97177696,10.98583333,42.48433333
58531,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,16,47,S,655,1,4227.98,1109.57,13,725,1,4229.37,1110.03,12,30,V,R,3,2779.5,24,139,E,100,150,14,NA,0,TA,22.4,22.2,SI,13211,S,486,22.97177696,11.16333333,42.47791667
58533,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,14,50,S,940,1,4237.46,1053.34,103,1013,1,4238.75,1051.73,104,33,V,R,3,2779.5,22,166,E,100,550,14,NA,0,TA,14.3,14.2,SI,13213,S,486,22.95094204,10.87558333,42.63508333
58532,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,14,48,S,806,1,4234.79,1104.36,39,836,1,4235.96,1105.19,39,30,V,R,3,2779.5,24,153,E,100,300,14,NA,0,TA,16.9,17.1,SI,13211,S,486,22.95874691,11.07958333,42.58958333
58534,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,14,52,S,704,1,4232.41,1104.52,60,734,1,4233.79,1103.43,60,30,V,R,3,2686.85,23,159,E,100,350,14,NA,0,TA,NA,NA,SI,13212,S,486,22.95874691,11.06625,42.55166667
58542,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,14,62,S,1056,1,4238.53,1048.81,110,1126,1,4239.7,1047.28,110,30,V,R,3,2872.15,22,167,E,100,550,14,NA,0,TA,14.1,14.2,SI,13213,S,486,22.86613655,10.80075,42.65191667
58541,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,14,61,S,1235,1,4240.99,1055.64,62,1305,1,4242.21,1054.4,63,30,V,R,3,2779.5,23,159,E,100,350,14,NA,0,TA,16,15.8,SI,13212,S,486,22.88593006,10.917,42.69333333
58565,ITA,9,LIB,GOC73,GC73,WHS8,2007,10,1,93,S,656,1,4248.62,1002.86,87,726,1,4249.71,1004.4,89,30,V,R,3,2779.5,23,164,E,100,450,14,NA,0,TA,14.4,14.4,SI,13207,S,486,22.75506973,10.0605,42.81941667
58562,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,14,88,S,1444,1,4246.64,1039.79,76,1514,1,4247.36,1037.92,73,30,V,R,3,2779.5,23,162,E,100,400,14,NA,0,TA,15.5,15.7,SI,13212,S,486,22.77414703,10.64758333,42.78333333
58561,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,14,87,S,1600,1,4250.06,1042.21,34,1630,1,4249,1041,34,30,V,R,3,2779.5,24,152,E,100,300,14,NA,0,TA,18.2,18.1,SI,13211,S,486,22.7665968,10.69341667,42.8255
58564,ITA,9,LIB,GOC73,GC73,WHS8,2007,10,1,91,S,841,1,4255.53,1011.88,113,911,1,4255.78,1013.91,114,30,V,R,3,2779.5,22,167,E,100,550,14,NA,0,TA,13.8,13.8,SI,13208,S,486,22.75902605,10.21491667,42.92758333
58567,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,24,95,S,940,1,4259.89,945.57,125,1009,1,4301.12,944.33,118,29,V,R,3,2508,22,168,E,100,650,14,NA,0,TA,13.8,13.9,SI,13208,S,486,22.85819435,9.749166667,43.00841667
58568,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,24,97,S,731,1,4255.89,944.28,380,831,1,4258.2,941.7,409,60,V,R,3,5559,22,183,E,150,1450,14,NA,0,TA,13.7,13.6,SI,13209,S,486,22.85819435,9.7165,42.95075
58563,ITA,9,LIB,GOC73,GC73,WHS8,2007,10,1,89,S,1628,1,4301.14,1023.28,98,1658,1,4259.8,1022.29,100,30,V,R,3,2872.15,23,165,E,100,500,14,NA,0,TA,14.2,14.2,SI,13207,S,486,22.68885994,10.37975,43.00783333
58590,ITA,9,LIB,GOC73,GC73,WHS8,2007,10,1,127,S,1512,1,4303.73,1027.1,71,1542,1,4302.17,1027.18,69,30,V,R,3,2872.15,23,161,E,100,400,14,NA,0,TA,15.6,15.4,SI,13207,S,486,22.68885994,10.45233333,43.04916667
58572,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,30,103,S,1722,1,4308.63,1005.55,150,1752,1,4307.12,1006.11,150,30,V,R,3,2872.15,22,171,E,100,650,14,NA,0,TA,13.6,13.6,SI,13208,S,486,22.89899921,10.09716667,43.13125
58591,ITA,9,LIB,GOC73,GC73,WHS8,2007,10,1,128,S,1405,1,4304.85,1030.91,23,1435,1,4303.23,1030.5,26,30,V,R,3,2872.15,24,146,E,100,200,14,NA,0,TA,21,21.1,SI,13206,S,486,22.74368668,10.51175,43.06733333
58576,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,23,107,S,1556,1,4315.54,932.45,345,1656,1,4312.52,933.75,308,60,V,R,3,5373.7,22,182,E,150,1300,14,NA,0,TA,13.6,13.6,SI,13209,S,486,22.35333967,9.551666667,43.23383333
58574,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,24,105,S,1120,1,4308.83,945.51,401,1220,1,4311.7,945.97,401,60,V,R,3,5373.7,22,184,E,150,1500,14,NA,0,TA,13.6,13.6,SI,13209,S,486,22.53254843,9.762333333,43.17108333
58573,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,24,104,S,1335,1,4310.61,949.35,191,1405,1,4311.68,950.85,191,30,V,R,3,2715,22,174,E,100,850,14,NA,0,TA,13.6,13.6,SI,13208,S,486,22.53254843,9.835,43.18575
58566,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,24,94,S,1521,1,4313.05,959.02,244,1621,1,4315.76,957.31,238,60,V,R,3,5373.7,22,177,E,150,1100,14,NA,0,TA,13.6,13.6,SI,13209,S,486,22.79368496,9.969416667,43.24008333
58570,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,30,100,S,1612,1,4313.04,1004.4,150,1642,1,4311.63,1004.33,152,30,V,R,3,2826,22,171,E,100,700,14,NA,0,TA,13.6,13.6,SI,13208,S,486,22.84122896,10.07275,43.20558333
58571,ITA,9,LIB,GOC73,GC73,WHS8,2007,10,1,102,S,1051,1,4308.44,1009.16,128,1121,1,4309.94,1009.97,128,30,V,R,3,2826,22,169,E,100,600,14,NA,0,TA,13.8,13.8,SI,13208,S,486,22.77773333,10.15941667,43.15316667
58589,ITA,9,LIB,GOC73,GC73,WHS8,2007,10,1,126,S,1302,1,4310.44,1020.3,100,1332,1,4309.16,1021.32,100,30,V,R,3,2826,23,166,E,100,500,14,NA,0,TA,14.2,14.2,SI,13207,S,486,22.66808987,10.34683333,43.16333333
58588,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,30,125,S,1436,1,4319.66,1011.67,116,1506,1,4318.01,1012.63,117,30,V,R,3,2918,22,168,E,100,550,14,NA,0,TA,13.7,13.7,SI,13208,S,486,22.70416832,10.2025,43.31391667
58575,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,23,106,S,1304,1,4328.41,928.62,507,1404,1,4325.34,929.42,501,60,V,R,3,5188.4,22,187,E,200,1700,14,NA,0,TA,13.5,13.5,SI,13210,S,486,22.27021027,9.483666667,43.44791667
58587,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,30,124,S,1256,1,4325.49,1021.23,45,1326,1,4323.98,1021.4,48,30,V,R,3,2826,24,155,E,100,300,14,NA,0,TA,16.5,16.6,SI,13206,S,486,22.55353928,10.35525,43.41225
58577,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,23,109,S,1019,1,4337.42,934.95,605,1119,1,4334.47,936.01,627,60,V,R,3,5559,22,189,E,200,2000,14,NA,0,TA,13.4,13.4,SI,13210,S,486,22.32923174,9.591333333,43.59908333
58569,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,25,98,S,813,1,4332.77,953.96,245,913,1,4335.65,952.56,283,60,V,R,3,5559,22,177,E,150,1100,14,NA,0,TA,13.5,13.6,SI,13209,S,486,22.67211199,9.887666667,43.57016667
58610,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,19,153,S,755,1,4344.24,749.72,580,835,1,4343.75,747.19,590,40,V,R,3,3582,22,189,E,200,1900,14,NA,0,TA,13.4,13.5,SI,13205,S,486,22.05497837,7.807583333,43.73325
58579,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,25,115,S,1025,1,4341.73,951.28,211,1115,1,4344.03,950.07,213,50,V,R,3,4416,22,175,E,150,1000,14,NA,0,TA,13.5,13.5,SI,13209,S,486,22.61111641,9.844583333,43.71466667
58578,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,23,111,S,730,1,4343.54,947.44,316,830,1,4340.59,948.58,339,60,V,R,3,5559,22,181,E,150,1350,14,NA,0,TA,13.6,13.6,SI,13209,S,486,22.61111641,9.800166667,43.70108333
58582,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,30,118,S,914,1,4341.45,1002.71,70,944,1,4339.91,1003.37,71,30,V,R,3,2779.5,23,161,E,100,400,14,NA,0,TA,14.8,14.7,SI,13207,S,486,22.70896912,10.05066667,43.678
58583,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,30,119,S,1035,1,4340.31,1010.43,20,1105,1,4338.83,1011,20,30,V,R,3,2779.5,24,145,E,100,150,14,NA,0,TA,20.7,20.6,SI,13206,S,486,22.80427361,10.17858333,43.6595
58596,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,22,136,S,1156,1,4348.57,930.71,380,1256,1,4347.88,934.37,392,60,V,R,3,5559,22,183,E,150,1400,14,NA,0,TA,13.6,13.6,SI,13204,S,486,22.33977604,9.542333333,43.80375
58595,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,22,134,S,945,1,4347.26,926.22,497,1045,1,4345.51,928.72,495,60,V,R,3,5373.7,22,186,E,150,1600,14,NA,0,TA,13.5,13.5,SI,13204,S,486,22.33977604,9.457833333,43.77308333
58594,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,22,133,S,1350,1,4348.84,933,421,1450,1,4351.68,935.12,411,60,V,R,3,5373.7,22,184,E,150,1500,14,NA,0,TA,13.6,13.6,SI,13204,S,486,22.43864298,9.567666667,43.83766667
58581,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,25,117,S,1231,1,4346.82,957.46,85,1301,1,4348.16,956.71,82.7,30,V,R,3,2686.85,23,163,E,100,400,14,NA,0,TA,14.3,14.4,SI,13207,S,486,22.69930172,9.951416667,43.7915
58609,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,19,152,S,1113,1,4350.62,808.49,335,1213,1,4352.7,810.62,291,60,V,R,3,5559,22,181,E,150,1200,14,NA,0,TA,13.5,13.5,SI,13204,S,486,22.35650158,8.15925,43.861
58580,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,25,116,S,1404,1,4351.6,951.47,101,1434,1,4352.8,950.2,103,30,V,R,3,2733,22,166,E,100,500,14,NA,0,TA,13.9,14,SI,13208,S,486,22.66125822,9.84725,43.87
58585,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,25,121,S,1548,1,4352.31,1002.8,21,1618,1,4353.5,1001.37,22,30,V,R,3,2918,24,145,E,100,200,14,NA,0,TA,22.4,22.5,SI,13206,S,486,22.7248106,10.03475,43.88175
58584,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,30,120,S,730,1,4352.51,1005.51,19,802,1,4350.82,1005.52,20,32,V,R,3,2779.5,24,144,E,100,200,14,NA,0,TA,21.2,21.2,SI,13206,S,486,22.78072834,10.09191667,43.86108333
58608,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,18,150,S,1019,1,4400.52,813.96,89,1049,1,4359.7,812.56,90,30,V,R,3,2686.85,23,164,E,100,450,14,NA,0,TA,14.2,14.3,SI,13202,S,486,22.36868954,8.221,44.00183333
58606,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,19,148,S,1410,1,4355.99,818.03,591,1457,1,4358.05,818.23,581,47,V,R,3,4209,22,189,E,200,1850,14,NA,0,TA,13.4,13.4,SI,13205,S,486,22.398386,8.302166667,43.95033333
58599,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,22,140,S,710,1,4358.45,922.1,515,810,1,4355.65,922.12,501,60,V,R,3,5373.7,22,187,E,200,1700,14,NA,0,TA,13.5,13.4,SI,13205,S,486,22.47284794,9.3685,43.95083333
58592,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,22,131,S,1627,1,4356.84,943.6,147,1657,1,4358.18,942.64,147,30,V,R,3,2872.15,22,171,E,100,650,14,NA,0,TA,13.4,13.4,SI,13203,S,486,22.62983894,9.718666667,43.9585
58597,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,22,138,S,1755,1,4358.08,952.32,25,1825,1,4357.59,954.2,23,30,V,R,3,2872.15,24,148,E,100,200,14,NA,0,TA,22.4,22.5,SI,13201,S,486,22.70311833,9.887666667,43.96391667
58586,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,25,122,S,1705,1,4356.64,1006.55,14,1735,1,4357.6,1004.91,14,30,V,R,3,2844,24,140,E,100,200,14,NA,0,TA,22.7,22.8,SI,13206,S,486,22.70311833,10.0955,43.952
58607,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,18,149,S,849,1,4406.53,816.56,54,919,1,4405.12,815.41,53,30,V,R,3,2779.5,23,158,E,100,350,14,NA,0,TA,16.5,16,SI,13202,S,486,22.41535664,8.266416667,44.09708333
58600,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,20,141,S,1607,1,4407.05,916.87,630,1707,1,4404.49,917.97,626,60,V,R,3,5188.4,22,190,E,200,2000,14,NA,0,TA,13.4,13.3,SI,13205,S,486,22.50936699,9.290333333,44.09616667
58601,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,21,142,S,1405,1,4404.6,919.57,590,1453,1,4402.7,920.33,583,48,V,R,3,4298.96,22,189,E,200,1800,14,NA,0,TA,13.4,13.4,SI,13205,S,486,22.50936699,9.3325,44.06083333
58598,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,21,139,S,900,1,4405.59,933.52,386,1000,1,4407.41,930.65,376,60,V,R,3,5373.7,22,183,E,150,1400,14,NA,0,TA,13.6,13.6,SI,13204,S,486,22.58362103,9.53475,44.10833333
58593,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,21,132,S,719,1,4402.85,944.49,51,749,1,4404.11,942.75,53,30,V,R,3,2779.5,24,157,E,100,300,14,NA,0,TA,16.5,16.1,SI,13202,S,486,22.61748886,9.727,44.058
58605,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,20,147,S,1350,1,4414.7,909.15,501,1430,1,4414.25,912.18,503,40,V,R,3,3706,22,186,E,200,1650,14,NA,0,TA,13.6,13.6,SI,13205,S,486,22.54455233,9.17775,44.24125
58604,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,20,145,S,718,1,4415.29,838.35,551,812,1,4414.97,842.05,570,54,V,R,3,4836.33,22,188,E,200,1750,14,NA,0,TA,13.5,13.5,SI,13205,S,486,22.45556259,8.67,44.25216667
58602,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,20,143,S,1020,1,4419.39,859.36,119,1045,1,4418.78,901.3,120,25,V,R,3,2779.5,22,168,E,100,550,14,NA,0,TA,13.7,13.6,SI,13203,S,486,22.50596046,9.0055,44.31808333
58603,ITA,9,LIB,GOC73,GC73,WHS8,2007,9,20,144,S,1135,1,4417.25,903.12,315,1235,1,4416.54,906.81,315,60,V,R,3,5373.7,22,181,E,150,1300,14,NA,0,TA,13.6,13.6,SI,13204,S,486,22.51912499,9.08275,44.28158333
58619,ITA,9,LIB,GOC73,GC73,WHS8,2008,5,30,9,S,1507,1,4051.45,1322.03,630,1607,1,4053.59,1324.62,631,60,V,R,3,5373,22,189,E,200,2000,14,NA,0,TA,13.8,13.8,SI,13220,S,486,20.85864973,13.38875,40.87533333
58620,ITA,9,LIB,GOC73,GC73,WHS8,2008,5,29,10,S,1605,1,4056.75,1327.14,540,1700,1,4057.14,1324.52,532,55,V,R,3,5188,22,187,E,200,1700,14,NA,0,TA,13.9,13.9,SI,13220,S,486,20.85864973,13.4305,40.94908333
58618,ITA,9,LIB,GOC73,GC73,WHS8,2008,5,30,8,S,755,1,4057.63,1313.39,502,855,1,4057.55,1311.75,502,60,V,R,3,5373,22,186,E,200,1650,14,NA,0,TA,13.9,13.9,SI,13220,S,486,20.79243565,13.2095,40.95983333
58617,ITA,9,LIB,GOC73,GC73,WHS8,2008,5,30,7,S,1150,1,4100.67,1318.99,308,1250,1,4059.97,1316.02,300,60,V,R,3,5373,22,180,E,150,1300,14,NA,0,TA,14.1,14,SI,13219,S,486,20.82571412,13.29175,41.00533333
58613,ITA,9,LIB,GOC73,GC73,WHS8,2008,5,31,3,S,1053,1,4106.1,1245.76,520,1153,1,4107.05,1242.09,513,60,V,R,3,5373,22,187,E,200,1700,14,NA,0,TA,13.8,13.8,SI,13220,S,486,20.70057774,12.73208333,41.10958333
58614,ITA,9,LIB,GOC73,GC73,WHS8,2008,5,31,4,S,845,1,4106.12,1252.06,391,945,1,4106.71,1248.41,378,60,V,R,3,5559,22,182,E,150,1500,14,NA,0,TA,14,13.9,SI,13219,S,486,20.72483969,12.83725,41.10691667
