year,haul_number,ptot,nbtot,nbfem,nbmal,nbind,id,country,area,vessel,gear,rigging,door,month,day,codend_closing,shooting_time,shooting_quadrant,shooting_latitude,shooting_longitude,shooting_depth,hauling_time,hauling_quadrant,hauling_latitude,hauling_longitude,hauling_depth,hauling_duration,validity,course,recorded_species,distance,vertical_opening,wing_opening,geometrical_precision,bridles_length,warp_length,warp_diameter,hydrological_station,observations,tf,todeb,tofin,method,nstrate,partit,upload_id,SST,X,Y
1994,1,0,0,0,0,0,56667,ITA,9,FRP,GOC73,GC73,WHS8,7,1,S,1320,1,4120.62,1219.17,324,1420,1,4123.06,1216.41,303,60,V,R,3,5161,22,180,E,150,1250,14,0,0,TA,0,0,SI,13219,S,486,294.8505215,12.2965,41.364
1994,2,11,1,1,0,0,56668,ITA,9,FRP,GOC73,GC73,WHS8,7,1,S,1000,1,4114.88,1224.89,483,1100,1,4116.29,1222.88,463,60,V,N,3,4569,22,186,E,150,1550,14,0,0,TA,0,0,SI,13219,S,486,294.8414883,12.39808333,41.25975
1994,3,0,0,0,0,0,56669,ITA,9,FRP,GOC73,GC73,WHS8,7,1,S,740,1,4105.16,1245.03,516,840,1,4106.48,1240.42,509,60,V,N,3,6586,22,187,E,150,1650,14,0,0,TA,0,0,SI,13220,S,486,294.9872583,12.71208333,41.097
1994,4,0,0,0,0,0,56670,ITA,9,FRP,GOC73,GC73,WHS8,7,1,S,1238,1,4105.32,1252.46,401,1338,1,4106.57,1250.23,385,60,V,N,3,4125,22,183,E,150,1400,14,0,0,TA,0,0,SI,13219,S,486,295.0782246,12.85575,41.09908333
1994,5,0,0,0,0,0,56671,ITA,9,FRP,GOC73,GC73,WHS8,6,29,S,850,1,4102.93,1321.21,175,920,1,4103.54,1323.68,179,30,V,R,3,3718,22,173,E,100,700,14,0,0,TA,14.2,14,SI,13218,S,486,295.1337666,13.37408333,41.05391667
1994,6,0,0,0,0,0,56672,ITA,9,FRP,GOC73,GC73,WHS8,6,29,S,705,1,4100.96,1313.97,151,735,1,4101.26,1316.1,157,30,V,N,3,3200,23,171,E,100,650,14,0,0,TA,14.1,14,SI,13218,S,486,295.2485622,13.25058333,41.0185
1994,7,0,0,0,0,0,56673,ITA,9,FRP,GOC73,GC73,WHS8,6,29,S,1546,1,4100.3,1317.52,280,1646,1,4059.66,1314.16,270,60,V,R,3,4643,22,179,E,150,950,14,0,0,TA,14.1,14,SI,13219,S,486,295.2485622,13.264,40.99966667
1994,8,0,0,0,0,0,56674,ITA,9,FRP,GOC73,GC73,WHS8,6,29,S,1325,1,4057.13,1311.33,458,1425,1,4058.46,1315.39,450,60,V,R,3,5994,22,185,E,150,1551,14,0,0,TA,14,14,SI,13219,S,486,295.2300037,13.22266667,40.96325
1994,9,40,1,1,0,0,56675,ITA,9,FRP,GOC73,GC73,WHS8,6,28,S,1008,1,4054.25,1313.09,655,1108,1,4053.91,1309.53,620,60,V,N,3,5161,22,190,E,150,1800,14,0,0,TA,13.8,14,SI,13220,S,486,295.2528938,13.1885,40.90133333
1994,10,0,0,0,0,0,56676,ITA,9,FRP,GOC73,GC73,WHS8,6,29,S,730,1,4056.23,1325.65,554,830,1,4056.65,1322.62,559,60,V,R,3,4347,22,188,E,150,1700,14,0,0,TA,13.9,14,SI,13220,S,486,295.2635612,13.40225,40.94066667
1994,11,0,0,0,0,0,56677,ITA,9,FRP,GOC73,GC73,WHS8,6,29,S,1540,1,4114.18,1326.07,40,1610,1,4115.05,1324.69,35,30,V,R,3,3163,23,153,E,100,350,14,0,0,TA,15.6,15,SI,13216,S,486,294.9763488,13.423,41.24358333
1994,12,0,0,0,0,0,56678,ITA,9,FRP,GOC73,GC73,WHS8,6,28,S,1500,1,4112.17,1323.44,81,1530,1,4112.25,1325.74,80,30,V,R,3,2990,23,163,E,100,450,14,0,0,TA,13.9,13.8,SI,13217,S,486,294.9763488,13.40983333,41.2035
1994,13,0,0,0,0,0,56679,ITA,9,FRP,GOC73,GC73,WHS8,6,28,S,1100,1,4107.72,1252.88,149,1130,1,4107.04,1254.82,150,30,V,R,3,2778,23,171,E,100,650,14,0,0,TA,14,13.9,SI,13218,S,486,295.0782246,12.8975,41.123
1994,14,0,0,0,0,0,56680,ITA,9,FRP,GOC73,GC73,WHS8,6,28,S,850,1,4116.48,1259.41,43,920,1,4115.29,1301.01,45,30,V,R,3,3148,23,155,E,100,350,14,0,0,TA,15.3,15.2,SI,13216,S,486,294.9763488,13.0035,41.26475
1994,15,0,0,0,0,0,56681,ITA,9,FRP,GOC73,GC73,WHS8,6,28,S,735,1,4115.46,1257.21,81,805,1,4114.82,1259.12,81,30,V,R,3,2820,23,163,E,100,450,14,0,0,TA,14,14,SI,13217,S,486,294.8414883,12.96941667,41.25233333
1994,16,0,0,0,0,0,56682,ITA,9,FRP,GOC73,GC73,WHS8,6,27,S,1650,1,4120.31,1222.7,199,1720,1,4119.26,1224.17,185,30,V,R,3,2820,22,174,E,100,800,14,0,0,TA,14.1,14,SI,13218,S,486,294.8414883,12.39058333,41.32975
1994,17,0,0,0,0,0,56683,ITA,9,FRP,GOC73,GC73,WHS8,6,27,S,1441,1,4130.02,1211.91,175,1511,1,4129.13,1212.89,175,30,V,R,3,2080,22,173,E,100,700,14,0,0,TA,13.6,13.7,SI,13218,S,486,294.8607744,12.20666667,41.49291667
1994,18,0,0,0,0,0,56684,ITA,9,FRP,GOC73,GC73,WHS8,6,27,S,1209,1,4135.94,1213.69,115,1239,1,4134.96,1214.86,108,30,V,R,3,2430,23,167,E,100,500,14,0,0,TA,14,14,SI,13218,S,486,294.8808507,12.23791667,41.59083333
1994,19,0,0,0,0,0,56685,ITA,9,FRP,GOC73,GC73,WHS8,6,27,S,1019,1,4131.73,1222.04,88,1049,1,4132.51,1219.99,90,30,V,R,3,3190,23,164,E,100,450,14,0,0,TA,13.9,14,SI,13217,S,486,294.8641333,12.35025,41.53533333
1994,20,0,0,0,0,0,56686,ITA,9,FRP,GOC73,GC73,WHS8,6,27,S,855,1,4131.02,1226.38,30,925,1,4131.65,1227.83,33,30,V,R,3,2320,24,151,E,100,250,14,0,0,TA,16.1,16,SI,13216,S,486,294.9148296,12.45175,41.52225
1994,21,0,0,0,0,0,56687,ITA,9,FRP,GOC73,GC73,WHS8,6,27,S,700,1,4140.18,1215.53,24,730,1,4139.84,1217.85,22,30,V,R,3,3270,24,146,E,100,250,14,0,0,TA,18.2,18,SI,13216,S,486,294.928759,12.27816667,41.66683333
1994,22,0,0,0,0,0,56688,ITA,9,FRP,GOC73,GC73,WHS8,6,26,S,1530,1,4131.59,1209.07,265,1630,1,4128.92,1210.88,285,60,V,R,3,5550,22,179,E,150,950,14,0,0,TA,13.5,13.6,SI,13219,S,486,294.8607744,12.16625,41.50425
1994,23,0,0,0,0,0,56689,ITA,9,FRP,GOC73,GC73,WHS8,6,26,S,1235,1,4128.36,1206.5,617,1335,1,4126.32,1207.89,638,60,V,R,3,4240,22,190,E,150,1600,14,0,0,TA,13.8,13.8,SI,13220,S,486,294.8081116,12.11991667,41.45566667
1994,24,0,0,0,0,0,56690,ITA,9,FRP,GOC73,GC73,WHS8,6,26,S,1005,1,4127.88,1208.49,561,1105,1,4130.17,1206.37,568,60,V,R,3,5160,22,188,E,150,1700,14,0,0,TA,13.9,13.7,SI,13220,S,486,294.8081116,12.12383333,41.48375
1994,25,0,0,0,0,0,56691,ITA,9,FRP,GOC73,GC73,WHS8,6,26,S,845,1,4128.64,1209.52,625,945,1,4126.66,1211.56,655,60,V,N,3,4630,22,190,E,150,1850,14,0,0,TA,13.9,13.9,SI,13220,S,486,294.8607744,12.17566667,41.46083333
1994,26,0,0,0,0,0,56692,ITA,9,FRP,GOC73,GC73,WHS8,6,24,S,1625,1,4134.3,1209.71,160,1655,1,4132.99,1210.52,170,30,V,R,3,2670,23,172,E,100,700,14,0,0,TA,14.1,14,SI,13218,S,486,294.8808507,12.16858333,41.56075
1994,27,0,0,0,0,0,56693,ITA,9,FRP,GOC73,GC73,WHS8,6,24,S,1407,1,4137.25,1206.36,208,1507,1,4134.48,1208.56,219,60,V,R,3,5970,22,175,E,150,800,14,0,0,TA,14.1,14,SI,13219,S,486,294.8419699,12.12433333,41.59775
1994,28,0,0,0,0,0,56694,ITA,9,FRP,GOC73,GC73,WHS8,6,24,S,1125,1,4150.28,1207.89,15,1155,1,4151.28,1207.89,15,30,V,R,3,1852,24,141,E,100,250,14,0,0,TA,20.1,20.4,SI,13216,S,486,294.9124669,12.1315,41.84633333
1994,29,0,0,0,0,0,56695,ITA,9,FRP,GOC73,GC73,WHS8,6,24,S,1000,1,4150.49,1204.52,43,1030,1,4149.39,1206.01,45,30,V,R,3,2890,23,155,E,100,350,14,0,0,TA,15.5,15,SI,13216,S,486,294.9124669,12.08775,41.83233333
1994,30,0,0,0,0,0,56696,ITA,9,FRP,GOC73,GC73,WHS8,6,24,S,800,1,4150.28,1158.54,105,830,1,4150.3,1156.85,103,30,V,R,3,2330,23,166,E,100,500,14,0,0,TA,13.6,13.7,SI,13218,S,486,294.891539,11.96158333,41.83816667
1994,31,0,0,0,0,0,56697,ITA,9,FRP,GOC73,GC73,WHS8,6,24,S,633,1,4148.03,1202.99,95,703,1,4149.85,1202.38,93,30,V,R,3,3470,23,165,E,100,500,14,0,0,TA,13.9,13.7,SI,13217,S,486,294.891539,12.04475,41.81566667
1994,32,0,0,0,0,0,56698,ITA,9,FRP,GOC73,GC73,WHS8,6,23,S,1730,1,4147.79,1156.52,165,1800,1,4146.59,1158.39,167,30,V,N,3,3408,22,172,E,100,700,14,0,0,TA,13.8,13.7,SI,13218,S,486,294.891539,11.95758333,41.7865
1994,33,350,13,9,4,0,56699,ITA,9,FRP,GOC73,GC73,WHS8,6,23,S,1450,1,4146.27,1150.27,560,1550,1,4145.58,1153.25,530,60,V,R,3,4310,22,188,E,150,1750,14,0,0,TA,13.8,13.7,SI,13220,S,486,294.8708877,11.86266667,41.76541667
1994,34,220,8,8,0,0,56700,ITA,9,FRP,GOC73,GC73,WHS8,6,23,S,1150,1,4142.87,1151.71,710,1250,1,4140.84,1152.04,750,60,V,R,3,3790,22,192,E,150,1900,14,0,0,TA,13.8,13.7,SI,13220,S,486,294.8232464,11.86458333,41.69758333
1994,35,52,2,2,0,0,56701,ITA,9,FRP,GOC73,GC73,WHS8,6,22,S,930,1,4149.4,1146.34,500,1030,1,4147.33,1148.87,500,60,V,N,3,5190,22,187,E,150,1600,14,0,0,TA,13.8,13.7,SI,13219,S,486,294.8445543,11.79341667,41.80608333
1994,36,0,0,0,0,0,56702,ITA,9,FRP,GOC73,GC73,WHS8,6,23,S,647,1,4159.51,1140.41,118,717,1,4159.25,1142,118,30,V,R,3,2240,23,168,E,100,550,14,0,0,TA,14,13.7,SI,13218,S,486,294.8814282,11.68675,41.98966667
1994,37,0,0,0,0,0,56703,ITA,9,FRP,GOC73,GC73,WHS8,6,22,S,1650,1,4148.89,1150.81,324,1750,1,4147.75,1153.37,333,60,V,N,3,4111,22,181,E,150,1200,14,0,0,TA,13.6,13.7,SI,13219,S,486,294.8708877,11.86816667,41.80533333
1994,38,0,0,0,0,0,56704,ITA,9,FRP,GOC73,GC73,WHS8,6,22,S,1354,1,4152.89,1141.31,386,1454,1,4151.21,1143.86,406,60,V,R,3,4700,22,184,E,150,1450,14,0,0,TA,13.9,13.7,SI,13219,S,486,294.8776344,11.70975,41.8675
1994,39,1000,42,39,3,0,56705,ITA,9,FRP,GOC73,GC73,WHS8,6,22,S,1020,1,4147.1,1128.29,610,1120,1,4144.1,1128.5,640,60,V,N,3,5580,22,189,E,150,1800,14,0,0,TA,13.8,13.7,SI,13220,S,486,294.8032087,11.47325,41.76
1994,40,0,0,0,0,0,56706,ITA,9,FRP,GOC73,GC73,WHS8,6,22,S,704,1,4157.01,1130.5,393,815,1,4159.37,1130.04,407,71,V,N,3,4420,22,184,E,150,1450,14,0,0,TA,13.9,13.9,SI,13219,S,486,294.8730892,11.5045,41.96983333
1994,41,0,0,0,0,0,56707,ITA,9,FRP,GOC73,GC73,WHS8,6,21,S,1533,1,4202.88,1117.92,347,1633,1,4204.36,1114.45,340,60,V,N,3,5500,22,182,E,150,1300,14,0,0,TA,13.9,13.8,SI,13219,S,486,294.8106865,11.26975,42.06033333
1994,42,0,0,0,0,0,56708,ITA,9,FRP,GOC73,GC73,WHS8,6,21,S,1250,1,4208.5,1118.15,160,1320,1,4208.89,1120.08,160,30,V,R,3,2750,23,172,E,100,700,14,0,0,TA,13.9,14,SI,13218,S,486,294.8106865,11.31858333,42.14491667
1994,43,0,0,0,0,0,56709,ITA,9,FRP,GOC73,GC73,WHS8,6,21,S,1203,1,4210.3,1114.6,126,1233,1,4209.52,1116.27,135,30,V,N,3,2710,23,169,E,100,600,14,0,0,TA,14,14,SI,13218,S,486,294.7765144,11.25725,42.16516667
1994,44,0,0,0,0,0,56710,ITA,9,FRP,GOC73,GC73,WHS8,6,21,S,1018,1,4237.28,1102.04,106,1048,1,4238.25,1104.04,107,30,V,N,3,3297,23,166,E,100,500,14,0,0,TA,14.1,14,SI,13218,S,486,294.7373833,11.05066667,42.62941667
1994,45,0,0,0,0,0,56711,ITA,9,FRP,GOC73,GC73,WHS8,6,21,S,840,1,4216.69,1121.92,91,910,1,4216.29,1123.24,93,30,V,N,3,1950,23,165,E,100,450,14,0,0,TA,13.9,14,SI,13217,S,486,294.7718319,11.37633333,42.27483333
1994,46,0,0,0,0,0,56712,ITA,9,FRP,GOC73,GC73,WHS8,6,21,S,711,1,4219.86,1117.15,65,741,1,4219.13,1119.14,70,30,V,R,3,3040,23,160,E,100,400,14,0,0,TA,14.5,14.4,SI,13217,S,486,294.7066959,11.30241667,42.32491667
1994,47,0,0,0,0,0,56713,ITA,9,FRP,GOC73,GC73,WHS8,5,21,S,706,1,4228.62,1109.81,12,736,1,4230.02,1109.76,12,30,V,N,3,2590,24,138,E,100,200,14,0,0,TA,0,0,SI,13211,S,486,294.7691425,11.16308333,42.48866667
1994,48,0,0,0,0,0,56714,ITA,9,FRP,GOC73,GC73,WHS8,5,21,S,845,1,4234.04,1105.37,25,915,1,4235.29,1104.33,25,30,V,R,3,2710,24,148,E,100,150,14,0,0,TA,0,0,SI,13211,S,486,294.7373833,11.08083333,42.57775
1994,49,0,0,0,0,0,56715,ITA,9,FRP,GOC73,GC73,WHS8,5,21,S,955,1,4237.05,1100.36,15,1025,1,4236.34,1102.25,13,30,V,N,3,2889,24,140,E,100,100,14,0,0,TA,0,0,SI,13211,S,486,294.6547999,11.02175,42.61158333
1994,50,0,0,0,0,0,56716,ITA,9,FRP,GOC73,GC73,WHS8,5,22,S,1403,1,4237.36,1051.66,107,1433,1,4235.84,1052.56,108,30,V,R,3,3070,23,167,E,100,500,14,0,0,TA,0,0,SI,13213,S,486,294.5643901,10.8685,42.61
1994,51,0,0,0,0,0,56717,ITA,9,FRP,GOC73,GC73,WHS8,5,21,S,1650,1,4238.47,1055.32,82,1720,1,4237,1056.58,86,30,V,R,3,3224,23,163,E,100,450,14,0,0,TA,0,0,SI,13212,S,486,294.5643901,10.9325,42.62891667
1994,52,0,0,0,0,0,56718,ITA,9,FRP,GOC73,GC73,WHS8,5,21,S,1745,1,4232.26,1103.66,62,1815,1,4230.56,1104.74,62,30,V,R,3,3480,23,159,E,100,400,14,0,0,TA,0,0,SI,13212,S,486,294.7691425,11.07,42.5235
1994,53,0,0,0,0,0,56719,ITA,9,FRP,GOC73,GC73,WHS8,5,22,S,725,1,4206.05,1058.32,305,825,1,4208.11,1055.55,302,60,V,R,3,5390,22,180,E,150,1050,14,0,0,TA,0,0,SI,13214,S,486,294.638596,10.94891667,42.118
1994,54,0,0,0,0,0,56720,ITA,9,FRP,GOC73,GC73,WHS8,5,22,S,1035,1,4202.52,1057.79,375,1135,1,4205.21,1055.36,365,60,V,R,3,5990,22,183,E,150,1200,14,0,0,TA,0,0,SI,13214,S,486,294.638596,10.94291667,42.06441667
1994,55,0,0,0,0,0,56721,ITA,9,FRP,GOC73,GC73,WHS8,5,22,S,1402,1,4214.53,1041.54,520,1502,1,4215.5,1038.09,528,60,V,R,3,5060,22,187,E,150,1550,14,0,0,TA,0,0,SI,13215,S,486,294.5855698,10.66358333,42.25025
1994,56,0,0,0,0,0,56722,ITA,9,FRP,GOC73,GC73,WHS8,5,22,S,1632,1,4218.09,1043.13,280,1712,1,4217.43,1046.33,282,40,V,R,3,4556,22,179,E,150,1100,14,0,0,TA,0,0,SI,13214,S,486,294.5855698,10.7455,42.296
1994,57,0,0,0,0,0,56723,ITA,9,FRP,GOC73,GC73,WHS8,5,23,S,835,1,4230.13,1051.08,130,905,1,4228.72,1051.7,131,30,V,R,3,2750,23,169,E,100,600,14,0,0,TA,0,0,SI,13213,S,486,294.6502537,10.8565,42.49041667
1994,58,0,0,0,0,0,56724,ITA,9,FRP,GOC73,GC73,WHS8,5,23,S,1013,1,4228.94,1052.94,110,1043,1,4227.82,1054.96,110,30,V,R,3,3442,23,167,E,100,550,14,0,0,TA,0,0,SI,13213,S,486,294.6502537,10.89916667,42.473
1994,59,0,0,0,0,0,56725,ITA,9,FRP,GOC73,GC73,WHS8,5,23,S,1150,1,4224.54,1053.74,130,1220,1,4223.54,1055.37,134,30,V,R,3,2900,23,169,E,100,600,14,0,0,TA,0,0,SI,13213,S,486,294.6664332,10.90925,42.40066667
1994,60,0,0,0,0,0,56726,ITA,9,FRP,GOC73,GC73,WHS8,5,23,S,1423,1,4222.51,1104.34,86,1453,1,4224.05,1103.35,80,30,V,R,3,3160,23,163,E,100,450,14,0,0,TA,0,0,SI,13212,S,486,294.6981482,11.06408333,42.388
1994,61,0,0,0,0,0,56727,ITA,9,FRP,GOC73,GC73,WHS8,5,24,S,705,1,4241.81,1053.21,68,735,1,4243.1,1051.29,65,30,V,N,3,3540,23,160,E,100,400,14,0,0,TA,0,0,SI,13212,S,486,294.4651846,10.87083333,42.70758333
1994,62,0,0,0,0,0,56728,ITA,9,FRP,GOC73,GC73,WHS8,5,24,S,907,1,4239.61,1044.53,112,937,1,4238.49,1046.21,110,30,V,N,3,3090,23,167,E,100,550,14,0,0,TA,0,0,SI,13213,S,486,294.4154457,10.75616667,42.65083333
1994,63,0,0,0,0,0,56729,ITA,9,FRP,GOC73,GC73,WHS8,5,24,S,1105,1,4234.65,1040.46,159,1135,1,4234.54,1042.58,154,30,V,R,3,2900,23,171,E,100,650,14,0,0,TA,0,0,SI,13213,S,486,294.5392737,10.692,42.57658333
1994,64,0,0,0,0,0,56730,ITA,9,FRP,GOC73,GC73,WHS8,5,24,S,1310,1,4228.43,1042.66,253,1410,1,4226.05,1044.26,244,60,V,R,3,4920,22,177,E,150,900,14,0,0,TA,0,0,SI,13214,S,486,294.5836376,10.72433333,42.454
1994,65,0,0,0,0,0,56731,ITA,9,FRP,GOC73,GC73,WHS8,5,25,S,735,1,4226.7,1041.79,275,835,1,4228.77,1038.79,274,60,V,N,3,5610,22,179,E,150,950,14,0,0,TA,13.8,13.7,SI,13214,S,486,294.5836376,10.6715,42.46225
1994,66,0,0,0,0,0,56732,ITA,9,FRP,GOC73,GC73,WHS8,5,25,S,1015,1,4225.58,1036.67,388,1115,1,4225.59,1031.92,391,60,V,N,3,6490,22,183,E,150,1200,14,0,0,TA,13.8,13.7,SI,13214,S,486,294.5629086,10.57158333,42.42641667
1994,67,40,1,1,0,0,56733,ITA,9,FRP,GOC73,GC73,WHS8,5,25,S,1315,1,4218.56,1035.27,557,1415,1,4215.52,1036.96,586,60,V,N,3,6090,22,188,E,150,1550,14,0,0,TA,13.7,13.7,SI,13215,S,486,294.5520691,10.60191667,42.284
1994,68,0,0,0,0,0,56734,ITA,9,FRP,GOC73,GC73,WHS8,5,25,S,1555,1,4216.88,1030.07,610,1655,1,4214.06,1030.83,595,60,V,N,3,5330,22,189,E,150,1600,14,0,0,TA,13.7,13.8,SI,13215,S,486,294.5245842,10.5075,42.25783333
1994,69,0,0,0,0,0,56735,ITA,9,FRP,GOC73,GC73,WHS8,5,25,S,1845,1,4215.4,1022.48,404,1945,1,4218.33,1023.53,410,60,V,N,3,5610,22,184,E,150,1250,14,0,0,TA,13.7,13.7,SI,13214,S,486,294.5019678,10.38341667,42.28108333
1994,70,0,0,0,0,0,56736,ITA,9,FRP,GOC73,GC73,WHS8,5,25,S,700,1,4228.01,958.52,415,800,1,4230.74,959.65,440,60,V,N,3,5290,22,185,E,150,1350,14,0,0,TA,13.6,13.8,SI,13214,S,486,294.3993496,9.98475,42.48958333
1994,71,0,0,0,0,0,56737,ITA,9,FRP,GOC73,GC73,WHS8,5,26,S,916,1,4230.39,956.94,609,1016,1,4227.29,957.37,614,60,V,N,3,5770,22,189,E,150,1600,14,0,0,TA,13.6,13.6,SI,13215,S,486,294.3993496,9.952583333,42.48066667
1994,72,0,0,0,0,0,56738,ITA,9,FRP,GOC73,GC73,WHS8,5,26,S,1135,1,4227.47,955.84,749,1235,1,4224.66,957.26,752,60,V,R,3,5550,22,192,E,150,1800,14,0,0,TA,13.7,13.7,SI,13215,S,486,294.4279903,9.9425,42.43441667
1994,73,0,0,0,0,0,56739,ITA,9,FRP,GOC73,GC73,WHS8,5,26,S,1350,1,4225.23,958.13,529,1450,1,4222.29,958.91,540,60,V,R,3,5550,22,187,E,150,1450,14,0,0,TA,13.7,13.7,SI,13215,S,486,294.43549,9.975333333,42.396
1994,74,34,1,1,0,0,56740,ITA,9,FRP,GOC73,GC73,WHS8,5,26,S,1640,1,4212.73,957.32,574,1740,1,4209.43,957.92,552,60,V,N,3,6170,22,188,E,150,1550,14,0,0,TA,13.7,13.8,SI,13215,S,486,294.3948988,9.960333333,42.18466667
1994,75,0,0,0,0,0,56741,ITA,9,FRP,GOC73,GC73,WHS8,5,27,S,710,1,4215.67,1010.05,194,740,1,4213.91,1010.38,184,30,V,N,3,3290,22,174,E,100,700,14,0,0,TA,13.7,13.7,SI,13213,S,486,294.4140495,10.17025,42.2465
1994,76,0,0,0,0,0,56742,ITA,9,FRP,GOC73,GC73,WHS8,5,27,S,930,1,4224.38,1013.63,160,1000,1,4226.11,1013.37,154,30,V,R,3,3220,23,171,E,100,600,14,0,0,TA,13.7,13.7,SI,13213,S,486,294.4709844,10.225,42.42075
1994,77,0,0,0,0,0,56743,ITA,9,FRP,GOC73,GC73,WHS8,5,27,S,1145,1,4224.73,1026.8,356,1245,1,4226.37,1030.44,356,60,V,N,3,5830,22,182,E,150,1150,14,0,0,TA,13.8,13.7,SI,13214,S,486,294.5393833,10.477,42.42583333
1994,78,0,0,0,0,0,56744,ITA,9,FRP,GOC73,GC73,WHS8,5,30,S,835,1,4209.83,1024.29,560,935,1,4211.48,1027.63,535,60,V,R,3,5510,22,188,E,150,1500,14,0,0,TA,13.7,13.7,SI,13215,S,486,294.4424748,10.43266667,42.17758333
1994,79,0,0,0,0,0,56745,ITA,9,FRP,GOC73,GC73,WHS8,5,30,S,1036,1,4214.32,1028.72,540,1136,1,4217.25,1029.23,570,60,V,N,3,5470,22,188,E,150,1550,14,0,0,TA,13.7,13.7,SI,13215,S,486,294.5245842,10.48291667,42.26308333
1994,80,0,0,0,0,0,56746,ITA,9,FRP,GOC73,GC73,WHS8,5,30,S,1240,1,4218.13,1034.25,590,1340,1,4216.05,1036.48,569,60,V,R,3,4920,22,188,E,150,1550,14,0,0,TA,13.6,13.7,SI,13215,S,486,294.5520691,10.58941667,42.28483333
1994,81,130,6,5,1,0,56747,ITA,9,FRP,GOC73,GC73,WHS8,5,30,S,1520,1,4213.72,1042.71,650,1620,1,4214.07,1046.7,630,60,V,N,3,5510,22,190,E,150,1650,14,0,0,TA,13.7,13.7,SI,13215,S,486,294.5509895,10.74508333,42.23158333
1994,82,0,0,0,0,0,56748,ITA,9,FRP,GOC73,GC73,WHS8,5,31,S,815,1,4226.25,1033.93,376,915,1,4225.63,1030.2,383,60,V,R,3,5230,22,183,E,150,1250,14,0,0,TA,13.8,13.7,SI,13214,S,486,294.5393833,10.53441667,42.43233333
1994,83,0,0,0,0,0,56749,ITA,9,FRP,GOC73,GC73,WHS8,5,31,S,1035,1,4229.06,1026.61,250,1135,1,4227.85,1022.59,249,60,V,R,3,5930,22,178,E,150,850,14,0,0,TA,13.8,13.7,SI,13214,S,486,294.5098232,10.41,42.47425
1994,84,0,0,0,0,0,56750,ITA,9,FRP,GOC73,GC73,WHS8,5,31,S,1418,1,4232.52,1023.5,180,1448,1,4233.21,1025.51,176,30,V,R,3,3030,22,173,E,100,750,14,0,0,TA,13.7,13.7,SI,13213,S,486,294.5098232,10.40841667,42.54775
1994,85,0,0,0,0,0,56751,ITA,9,FRP,GOC73,GC73,WHS8,5,31,S,1742,1,4237.02,1031.74,138,1812,1,4237.42,1030.19,132,30,V,R,3,2240,23,170,E,100,600,14,0,0,TA,13.5,13.7,SI,13213,S,486,294.4984669,10.51608333,42.62033333
1994,86,0,0,0,0,0,56752,ITA,9,FRP,GOC73,GC73,WHS8,5,31,S,1930,1,4240.12,1020.54,99,2000,1,4240.94,1022.67,95,30,V,R,3,3270,23,165,E,100,500,14,0,0,TA,13.7,13.7,SI,13212,S,486,294.3030924,10.36008333,42.6755
1994,87,0,0,0,0,0,56753,ITA,9,FRP,GOC73,GC73,WHS8,6,1,S,711,1,4251.4,1041.84,32,741,1,4249.82,1042.65,33,30,V,N,3,3130,24,151,E,100,300,14,0,0,TA,0,0,SI,13211,S,486,294.336347,10.70408333,42.8435
1994,88,0,0,0,0,0,56754,ITA,9,FRP,GOC73,GC73,WHS8,6,1,S,840,1,4246.87,1038.69,66,910,1,4246.79,1041.31,65,30,V,R,3,3560,23,160,E,100,400,14,0,0,TA,0,0,SI,13212,S,486,294.336347,10.66666667,42.7805
1994,89,0,0,0,0,0,56755,ITA,9,FRP,GOC73,GC73,WHS8,6,2,S,942,1,4256.61,1021.48,96,1012,1,4258.36,1021.8,98,30,V,R,3,3270,23,165,E,100,500,14,0,0,TA,0,0,SI,13207,S,486,294.2995123,10.36066667,42.95808333
1994,90,0,0,0,0,0,56756,ITA,9,FRP,GOC73,GC73,WHS8,6,2,S,1136,1,4254.07,1013.3,113,1206,1,4255.02,1011.77,114,30,V,N,3,2720,23,167,E,100,550,14,0,0,TA,0,0,SI,13208,S,486,294.3092636,10.20891667,42.90908333
1994,91,0,0,0,0,0,56757,ITA,9,FRP,GOC73,GC73,WHS8,6,2,S,1320,1,4255.82,1005.98,113,1350,1,4257.18,1004.56,110,30,V,N,3,3170,23,167,E,100,550,14,0,0,TA,0,0,SI,13208,S,486,294.2286128,10.08783333,42.94166667
1994,92,0,0,0,0,0,56758,ITA,9,FRP,GOC73,GC73,WHS8,6,2,S,1615,1,4251.5,1002.72,89,1645,1,4249.98,1002.98,88,30,V,N,3,2840,23,164,E,100,450,14,0,0,TA,0,0,SI,13207,S,486,294.2268652,10.0475,42.84566667
1994,93,0,0,0,0,0,56759,ITA,9,FRP,GOC73,GC73,WHS8,6,2,S,1800,1,4249.2,1002.06,77,1830,1,4250.57,1003.39,80,30,V,R,3,3110,23,162,E,100,400,14,0,0,TA,0,0,SI,13207,S,486,294.2268652,10.04541667,42.83141667
1994,94,0,0,0,0,0,56760,ITA,9,FRP,GOC73,GC73,WHS8,6,3,S,750,1,4257.35,946.2,405,850,1,4259.11,943.12,399,60,V,N,3,5300,22,184,E,150,1250,14,0,0,TA,0,0,SI,13209,S,486,293.9528297,9.744333333,42.9705
1994,95,0,0,0,0,0,56761,ITA,9,FRP,GOC73,GC73,WHS8,6,3,S,1120,1,4259.17,945.39,160,1150,1,4300.57,943.66,170,30,V,N,3,3500,23,172,E,100,650,14,0,0,TA,0,0,SI,13208,S,486,293.9528297,9.742083333,42.99783333
